date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:59:45	37363/37363	---MCZ	200	added ('OK')	text/css	etag:W/%226674507d-91f3%22	https://www.greencentury.com/wp-content/plugins/search-filter-pro/public/assets/css/search-filter.min.css?ver=2.5.17	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/plugins/search-filter-pro/public/assets/css/search-filter.min63c6.css	(from https://www.greencentury.com/)
05:59:45	390/390	---MCZ	200	added ('OK')	text/css	etag:W/%226532645b-186%22	https://www.greencentury.com/wp-content/themes/green-century/style.css?ver=6.5.4	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/green-century/style380f.css	(from https://www.greencentury.com/)
05:59:45	87553/87553	---MCZ	200	added ('OK')	text/javascript	etag:W/%22655c041e-15601%22	https://www.greencentury.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.greencentury.com/)
05:59:46	13577/13577	---MCZ	200	added ('OK')	text/javascript	etag:W/%22650dc842-3509%22	https://www.greencentury.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.greencentury.com/)
05:59:46	1823/1823	---MCZ	200	added ('OK')	text/javascript	etag:W/%22673e2376-71f%22	https://www.greencentury.com/wp-content/plugins/gravityforms/js/jquery.json.min.js?ver=2.9.0	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/plugins/gravityforms/js/jquery.json.min5b0a.js	(from https://www.greencentury.com/)
05:59:46	46183/46183	---MCZ	200	added ('OK')	text/javascript	etag:W/%22673e2376-b467%22	https://www.greencentury.com/wp-content/plugins/gravityforms/js/gravityforms.min.js?ver=2.9.0	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/plugins/gravityforms/js/gravityforms.min5b0a.js	(from https://www.greencentury.com/)
05:59:47	9577/9577	---MCZ	200	added ('OK')	text/javascript	etag:W/%22673e2376-2569%22	https://www.greencentury.com/wp-content/plugins/gravityforms/js/conditional_logic.min.js?ver=2.9.0	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/plugins/gravityforms/js/conditional_logic.min5b0a.js	(from https://www.greencentury.com/)
05:59:47	1017/1017	---MC-	200	added ('OK')	text/javascript	date:Wed,%2006%20Aug%202025%2012:59:48%20GMT	https://www.google.com/recaptcha/api.js?hl=en&ver=6.5.4	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.google.com/recaptcha/apieaa2.js	(from https://www.greencentury.com/)
05:59:47	50816/50816	---MCZ	200	added ('OK')	text/javascript	etag:W/%22673e2376-c680%22	https://www.greencentury.com/wp-content/plugins/gravityforms/assets/js/dist/utils.min.js?ver=f802885f3482236736b18b55abcdc360	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/plugins/gravityforms/assets/js/dist/utils.min2edc.js	(from https://www.greencentury.com/)
05:59:48	65668/65668	---MCZ	200	added ('OK')	text/javascript	etag:W/%226674507d-10084%22	https://www.greencentury.com/wp-content/plugins/search-filter-pro/public/assets/js/search-filter-build.min.js?ver=2.5.17	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/plugins/search-filter-pro/public/assets/js/search-filter-build.min63c6.js	(from https://www.greencentury.com/)
05:59:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Aug%202025%2012:59:49%20GMT	http://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js?ver=6.5.4	C:/Users/philip%20godwin/Desktop/goddy/greeninv/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.14380f.delayed	(from https://www.greencentury.com/)
05:59:49	29121/29121	---MCZ	200	added ('OK')	text/javascript	etag:W/%226674507d-71c1%22	https://www.greencentury.com/wp-content/plugins/search-filter-pro/public/assets/js/chosen.jquery.min.js?ver=2.5.17	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/plugins/search-filter-pro/public/assets/js/chosen.jquery.min63c6.js	(from https://www.greencentury.com/)
05:59:49	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a76f-O0GzvJVmhQFaNHoiOOcdsp36Dbs%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	C:/Users/philip%20godwin/Desktop/goddy/greeninv/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	(from https://www.greencentury.com/)
05:59:50	120742/120742	---M-Z	200	added ('OK')	application/json	date:Wed,%2006%20Aug%202025%2012:59:51%20GMT	https://www.greencentury.com/wp-json/wp/v2/pages/182	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-json/wp/v2/pages/182.json	(from https://www.greencentury.com/)
05:59:51	476280/476280	---M-Z	200	added ('OK')	application/json	date:Wed,%2006%20Aug%202025%2012:59:51%20GMT	https://www.greencentury.com/wp-json/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-json/index.html	(from https://www.greencentury.com/)
05:59:51	834/834	---M-Z	200	added ('OK')	text/xml	date:Wed,%2006%20Aug%202025%2012:59:52%20GMT	https://www.greencentury.com/xmlrpc.php?rsd	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/xmlrpc0db0.php	(from https://www.greencentury.com/)
05:59:52	2119/2119	---M-Z	200	added ('OK')	application/json	date:Wed,%2006%20Aug%202025%2012:59:52%20GMT	https://www.greencentury.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.greencentury.com%2F	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-json/oembed/1.0/embed554a.json	(from https://www.greencentury.com/)
05:59:52	2281/2281	---M-Z	200	added ('OK')	text/xml	date:Wed,%2006%20Aug%202025%2012:59:53%20GMT	https://www.greencentury.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.greencentury.com%2F&format=xml	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-json/oembed/1.0/embed97b3	(from https://www.greencentury.com/)
05:59:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Aug%202025%2012:59:54%20GMT	http://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	C:/Users/philip%20godwin/Desktop/goddy/greeninv/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.1a.delayed	(from https://www.greencentury.com/)
05:59:53	1776/1776	---M-Z	200	added ('OK')	text/css	etag:W/%226f0-qUoFmzF4tK3sCeMoGs4oGaMAlaQ%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	C:/Users/philip%20godwin/Desktop/goddy/greeninv/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	(from https://www.greencentury.com/)
05:59:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Aug%202025%2012:59:54%20GMT	http://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css	C:/Users/philip%20godwin/Desktop/goddy/greeninv/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.1c.delayed	(from https://www.greencentury.com/)
05:59:54	29745/29745	---M-Z	200	added ('OK')	application/json	date:Wed,%2006%20Aug%202025%2012:59:54%20GMT	https://www.greencentury.com/wp-json/tribe/events/v1/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-json/tribe/events/v1/index.html	(from https://www.greencentury.com/)
05:59:54	3145/3145	---M-Z	200	added ('OK')	text/css	etag:W/%22c49-gaQ0+U8rESTzIyu4bylE+C+yOsA%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css	C:/Users/philip%20godwin/Desktop/goddy/greeninv/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css	(from https://www.greencentury.com/)
05:59:54	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2006%20Aug%202025%2012:59:55%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.googletagmanager.com/gtm.1e5445.delayed	(from https://www.greencentury.com/)
05:59:55	0/0	---M--	200	added ('GONE')	application/javascript	date:Wed,%2006%20Aug%202025%2005:35:26%20GMT	http://script.crazyegg.com/pages/scripts/0053/9176.js	C:/Users/philip%20godwin/Desktop/goddy/greeninv/script.crazyegg.com/pages/scripts/0053/9176.1f.delayed	(from https://www.greencentury.com/)
05:59:55	2048/2048	---M--	200	added ('OK')	image/png	etag:%22653aa16b-800%22	https://www.greencentury.com/wp-content/themes/green-century/asset/accent-icon.png	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/green-century/asset/accent-icon.png	(from https://www.greencentury.com/)
05:59:56	581/581	---M--	200	added ('OK')	image/png	etag:%226535355b-245%22	https://www.greencentury.com/wp-content/themes/green-century/asset/search-icon.png	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/green-century/asset/search-icon.png	(from https://www.greencentury.com/)
05:59:56	413/413	---M--	200	added ('OK')	image/png	etag:%22653538f9-19d%22	https://www.greencentury.com/wp-content/themes/green-century/asset/account-icon.png	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/green-century/asset/account-icon.png	(from https://www.greencentury.com/)
05:59:56	736/736	---M--	200	added ('OK')	image/png	etag:%22653537cb-2e0%22	https://www.greencentury.com/wp-content/themes/green-century/asset/contact-icon.png	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/green-century/asset/contact-icon.png	(from https://www.greencentury.com/)
05:59:57	347/347	---M--	200	added ('OK')	image/png	etag:%226536197c-15b%22	https://www.greencentury.com/wp-content/themes/green-century/asset/map-icon.png	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/green-century/asset/map-icon.png	(from https://www.greencentury.com/)
05:59:57	325/325	---M--	200	added ('OK')	image/png	etag:%226536195c-145%22	https://www.greencentury.com/wp-content/themes/green-century/asset/tel-icon.png	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/green-century/asset/tel-icon.png	(from https://www.greencentury.com/)
05:59:57	342/342	---M--	200	added ('OK')	image/png	etag:%2265361989-156%22	https://www.greencentury.com/wp-content/themes/green-century/asset/mail-icon.png	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/green-century/asset/mail-icon.png	(from https://www.greencentury.com/)
05:59:58	3399/3399	---M--	200	added ('OK')	image/png	etag:%2265ce781b-d47%22	https://www.greencentury.com/wp-content/uploads/twitter.png	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/uploads/twitter.png	(from https://www.greencentury.com/)
05:59:58	27160/27160	---MCZ	200	added ('OK')	text/javascript	etag:W/%226630118b-6a18%22	https://www.greencentury.com/wp-includes/js/dist/vendor/wp-polyfill-importmap.min.js?ver=1.8.2	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-includes/js/dist/vendor/wp-polyfill-importmap.minef6d.js	(from https://www.greencentury.com/)
05:59:58	3960/3960	---MCZ	200	added ('OK')	text/javascript	etag:W/%226630118b-f78%22	https://www.greencentury.com/wp-includes/blocks/image/view.min.js?ver=6.5.4	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-includes/blocks/image/view.min380f.js	(from https://www.greencentury.com/)
05:59:59	3300/3300	---MCZ	200	added ('OK')	text/javascript	etag:W/%226630118b-ce4%22	https://www.greencentury.com/wp-includes/blocks/navigation/view.min.js?ver=6.5.4	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-includes/blocks/navigation/view.min380f.js	(from https://www.greencentury.com/)
05:59:59	35085/35085	---MCZ	200	added ('OK')	text/javascript	etag:W/%226674531a-890d%22	https://www.greencentury.com/wp-includes/js/dist/interactivity.min.js?ver=6.5.4	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-includes/js/dist/interactivity.min380f.js	(from https://www.greencentury.com/)
06:00:00	29272/29272	---M--	200	added ('OK')	font/woff2	etag:%226674538b-7258%22	https://www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Regular.woff2	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Regular.woff2	(from https://www.greencentury.com/)
06:00:00	32492/32492	---M--	200	added ('OK')	font/woff2	etag:%226674538b-7eec%22	https://www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Regular-Italic.woff2	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Regular-Italic.woff2	(from https://www.greencentury.com/)
06:00:00	29272/29272	---M--	200	added ('OK')	font/woff2	etag:%226674538b-7258%22	https://www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Bold.woff2	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Bold.woff2	(from https://www.greencentury.com/)
06:00:01	32784/32784	---M--	200	added ('OK')	font/woff2	etag:%226674538b-8010%22	https://www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Bold-Italic.woff2	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/dm-sans/DMSans-Bold-Italic.woff2	(from https://www.greencentury.com/)
06:00:01	34700/34700	---M--	200	added ('OK')	font/woff2	etag:%226674538b-878c%22	https://www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Light.woff2	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Light.woff2	(from https://www.greencentury.com/)
06:00:01	34480/34480	---M--	200	added ('OK')	font/woff2	etag:%226674538b-86b0%22	https://www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Regular.woff2	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Regular.woff2	(from https://www.greencentury.com/)
06:00:02	38924/38924	---M--	200	added ('OK')	font/woff2	etag:%226674538b-980c%22	https://www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Italic.woff2	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Italic.woff2	(from https://www.greencentury.com/)
06:00:02	35652/35652	---M--	200	added ('OK')	font/woff2	etag:%226674538b-8b44%22	https://www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Bold.woff2	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Bold.woff2	(from https://www.greencentury.com/)
06:00:07	1385/1385	---M--	200	added ('OK')	image/png	etag:%22659848cb-569%22	https://www.greencentury.com/wp-content/uploads/cropped-cropped-greencentury-favicon-32x32.png	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/uploads/cropped-cropped-greencentury-favicon-32x32.png	(from https://www.greencentury.com/)
06:00:07	428448/428448	---M--	200	added ('OK')	font/woff2	etag:%226674538b-689a0%22	https://www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/source-serif-pro/SourceSerif4Variable-Roman.ttf.woff2	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/source-serif-pro/SourceSerif4Variable-Roman.ttf.woff2	(from https://www.greencentury.com/)
06:00:07	346840/346840	---M--	200	added ('OK')	font/woff2	etag:%226674538b-54ad8%22	https://www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/source-serif-pro/SourceSerif4Variable-Italic.ttf.woff2	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/source-serif-pro/SourceSerif4Variable-Italic.ttf.woff2	(from https://www.greencentury.com/)
06:00:08	11727/11727	---M--	200	added ('OK')	image/png	etag:%22659848cb-2dcf%22	https://www.greencentury.com/wp-content/uploads/cropped-cropped-greencentury-favicon-192x192.png	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/uploads/cropped-cropped-greencentury-favicon-192x192.png	(from https://www.greencentury.com/)
06:00:08	803384/803384	---M--	200	added ('OK')	application/octet-stream	etag:%226674538b-c4238%22	https://www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/inter/Inter-VariableFont_slnt,wght.ttf	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/themes/twentytwentythree/assets/fonts/inter/Inter-VariableFont_slnt,wght.ttf	(from https://www.greencentury.com/)
06:00:09	11080/11080	---M--	200	added ('OK')	image/png	etag:%22659848cb-2b48%22	https://www.greencentury.com/wp-content/uploads/cropped-cropped-greencentury-favicon-180x180.png	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/uploads/cropped-cropped-greencentury-favicon-180x180.png	(from https://www.greencentury.com/)
06:00:10	212142/212142	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2009:36:11%20GMT	https://www.greencentury.com/contact-us/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/contact-us/index.html	(from https://www.greencentury.com/)
06:00:10	93694/93694	---M--	200	added ('OK')	image/png	etag:%2265c3e0e8-16dfe%22	https://www.greencentury.com/wp-content/uploads/greencent-whitelogo.png	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/uploads/greencent-whitelogo.png	(from https://www.greencentury.com/)
06:00:10	120454/120454	---M--	200	added ('OK')	image/png	etag:%2265c29b8d-1d686%22	https://www.greencentury.com/wp-content/uploads/mobile-logo-1024x446.png	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/wp-content/uploads/mobile-logo-1024x446.png	(from https://www.greencentury.com/)
06:00:11	189493/189493	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2009:49:29%20GMT	https://www.greencentury.com/newsletter-signup/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/newsletter-signup/index.html	(from https://www.greencentury.com/)
06:00:11	174536/174536	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2009:36:09%20GMT	https://www.greencentury.com/why-choose-green-century/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/why-choose-green-century/index.html	(from https://www.greencentury.com/)
06:00:12	178710/178710	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2013:00:12%20GMT	https://www.greencentury.com/about-us/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/about-us/index.html	(from https://www.greencentury.com/)
06:00:14	212142/212142	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2009:36:11%20GMT	https://www.greencentury.com/contact-us	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/contact-us.html	(from https://www.greencentury.com/)
06:00:14	197628/197628	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2009:36:13%20GMT	https://www.greencentury.com/our-impact/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/our-impact/index.html	(from https://www.greencentury.com/)
06:00:15	201125/201125	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2009:49:32%20GMT	https://www.greencentury.com/investment-strategy/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/investment-strategy/index.html	(from https://www.greencentury.com/)
06:00:15	199105/199105	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2009:49:36%20GMT	https://www.greencentury.com/meet-our-team/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/meet-our-team/index.html	(from https://www.greencentury.com/)
06:00:16	172190/172190	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2010:14:32%20GMT	https://www.greencentury.com/careers/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/careers/index.html	(from https://www.greencentury.com/)
06:00:16	185976/185976	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2009:36:06%20GMT	https://www.greencentury.com/the-green-century-funds/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/the-green-century-funds/index.html	(from https://www.greencentury.com/)
06:00:17	180216/180216	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2009:36:10%20GMT	https://www.greencentury.com/faqs/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/faqs/index.html	(from https://www.greencentury.com/)
06:00:18	230160/230160	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2002:35:44%20GMT	https://www.greencentury.com/international-index-fund/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/international-index-fund/index.html	(from https://www.greencentury.com/)
06:00:19	230283/230283	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2002:35:41%20GMT	https://www.greencentury.com/international-index-fund-institutional/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/international-index-fund-institutional/index.html	(from https://www.greencentury.com/)
06:00:20	230372/230372	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2002:35:42%20GMT	https://www.greencentury.com/equity-fund/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/equity-fund/index.html	(from https://www.greencentury.com/)
06:00:21	230037/230037	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2002:54:04%20GMT	https://www.greencentury.com/equity-fund-institutional/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/equity-fund-institutional/index.html	(from https://www.greencentury.com/)
06:00:22	234558/234558	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2002:54:14%20GMT	https://www.greencentury.com/balanced-fund-institutional/	C:/Users/philip%20godwin/Desktop/goddy/greeninv/www.greencentury.com/balanced-fund-institutional/index.html	(from https://www.greencentury.com/)
